Day,Tankno,Experiment,Year,Diluted,DilutionFactor,Ct,CtNum,Replicate,Run,BaselineStart,BaselineEnd,Threshold,Conversion
16,16,1,2022,N,1,NA,51,6,12.21.23,8,20,0.082,-2.4
16,17,1,2022,N,1,NA,51,1,12.21.23,8,20,0.082,-2.4
16,17,1,2022,N,1,NA,51,2,12.21.23,8,20,0.082,-2.4
16,17,1,2022,N,1,NA,51,3,12.21.23,8,20,0.082,-2.4
16,17,1,2022,N,1,NA,51,4,12.21.23,8,20,0.082,-2.4
16,17,1,2022,N,1,NA,51,5,12.21.23,8,20,0.082,-2.4
16,17,1,2022,N,1,NA,51,6,12.21.23,8,20,0.082,-2.4
16,15,1,2022,N,1,NA,51,1,12.21.23,8,20,0.082,-2.4
16,15,1,2022,N,1,NA,51,2,12.21.23,8,20,0.082,-2.4
16,15,1,2022,N,1,NA,51,3,12.21.23,8,20,0.082,-2.4
16,15,1,2022,N,1,NA,51,4,12.21.23,8,20,0.082,-2.4
16,15,1,2022,N,1,NA,51,5,12.21.23,8,20,0.082,-2.4
16,15,1,2022,N,1,NA,51,6,12.21.23,8,20,0.082,-2.4
16,19,1,2022,N,1,NA,51,1,12.21.23,8,20,0.082,-2.4
16,19,1,2022,N,1,NA,51,2,12.21.23,8,20,0.082,-2.4
16,19,1,2022,N,1,NA,51,3,12.21.23,8,20,0.082,-2.4
16,19,1,2022,N,1,NA,51,4,12.21.23,8,20,0.082,-2.4
16,19,1,2022,N,1,NA,51,5,12.21.23,8,20,0.082,-2.4
16,19,1,2022,N,1,NA,51,6,12.21.23,8,20,0.082,-2.4
16,21,1,2022,N,1,NA,51,1,12.21.23,8,20,0.082,-2.4
16,21,1,2022,N,1,NA,51,2,12.21.23,8,20,0.082,-2.4
16,21,1,2022,N,1,NA,51,3,12.21.23,8,20,0.082,-2.4
16,21,1,2022,N,1,NA,51,4,12.21.23,8,20,0.082,-2.4
16,21,1,2022,N,1,45.07376099,45.07376099,5,12.21.23,8,20,0.082,-2.4
16,21,1,2022,N,1,NA,51,6,12.21.23,8,20,0.082,-2.4
14,8,1,2022,N,1,NA,51,1,12.18.23,8,20,0.045,-0.26
14,8,1,2022,N,1,NA,51,2,12.18.23,8,20,0.045,-0.26
14,8,1,2022,N,1,NA,51,3,12.18.23,8,20,0.045,-0.26
14,8,1,2022,N,1,NA,51,4,12.18.23,8,20,0.045,-0.26
14,8,1,2022,N,1,NA,51,5,12.18.23,8,20,0.045,-0.26
14,8,1,2022,N,1,NA,51,6,12.18.23,8,20,0.045,-0.26
16,1,1,2022,N,1,NA,51,1,12.18.23,8,20,0.045,-0.26
16,1,1,2022,N,1,NA,51,2,12.18.23,8,20,0.045,-0.26
16,1,1,2022,N,1,NA,51,3,12.18.23,8,20,0.045,-0.26
16,1,1,2022,N,1,NA,51,4,12.18.23,8,20,0.045,-0.26
16,1,1,2022,N,1,NA,51,5,12.18.23,8,20,0.045,-0.26
16,1,1,2022,N,1,NA,51,6,12.18.23,8,20,0.045,-0.26
14,4,1,2022,N,1,NA,51,1,12.18.23,8,20,0.045,-0.26
14,4,1,2022,N,1,NA,51,2,12.18.23,8,20,0.045,-0.26
14,4,1,2022,N,1,NA,51,3,12.18.23,8,20,0.045,-0.26
14,4,1,2022,N,1,NA,51,4,12.18.23,8,20,0.045,-0.26
14,4,1,2022,N,1,NA,51,5,12.18.23,8,20,0.045,-0.26
14,4,1,2022,N,1,NA,51,6,12.18.23,8,20,0.045,-0.26
14,17,1,2022,N,1,NA,51,1,12.18.23,8,20,0.045,-0.26
14,17,1,2022,N,1,NA,51,2,12.18.23,8,20,0.045,-0.26
14,17,1,2022,N,1,NA,51,3,12.18.23,8,20,0.045,-0.26
14,17,1,2022,N,1,NA,51,4,12.18.23,8,20,0.045,-0.26
14,17,1,2022,N,1,NA,51,5,12.18.23,8,20,0.045,-0.26
14,17,1,2022,N,1,NA,51,6,12.18.23,8,20,0.045,-0.26
10,20,1,2022,N,1,NA,51,1,12.18.23,8,20,0.045,-0.26
10,20,1,2022,N,1,NA,51,2,12.18.23,8,20,0.045,-0.26
10,20,1,2022,N,1,NA,51,3,12.18.23,8,20,0.045,-0.26
10,20,1,2022,N,1,NA,51,4,12.18.23,8,20,0.045,-0.26
10,20,1,2022,N,1,NA,51,5,12.18.23,8,20,0.045,-0.26
10,20,1,2022,N,1,NA,51,6,12.18.23,8,20,0.045,-0.26
14,15,1,2022,N,1,49.57549667,49.57549667,1,12.18.23,8,20,0.045,-0.26
14,15,1,2022,N,1,44.90239716,44.90239716,2,12.18.23,8,20,0.045,-0.26
14,15,1,2022,N,1,NA,51,3,12.18.23,8,20,0.045,-0.26
14,15,1,2022,N,1,NA,51,4,12.18.23,8,20,0.045,-0.26
14,15,1,2022,N,1,NA,51,5,12.18.23,8,20,0.045,-0.26
14,15,1,2022,N,1,NA,51,6,12.18.23,8,20,0.045,-0.26
14,20,1,2022,N,1,NA,51,1,12.18.23,8,20,0.045,-0.26
14,20,1,2022,N,1,NA,51,2,12.18.23,8,20,0.045,-0.26
14,20,1,2022,N,1,NA,51,3,12.18.23,8,20,0.045,-0.26
14,20,1,2022,N,1,NA,51,4,12.18.23,8,20,0.045,-0.26
14,20,1,2022,N,1,NA,51,5,12.18.23,8,20,0.045,-0.26
14,20,1,2022,N,1,NA,51,6,12.18.23,8,20,0.045,-0.26
14,3,1,2022,N,1,NA,51,1,12.18.23,8,20,0.045,-0.26
14,3,1,2022,N,1,39.29915237,39.29915237,2,12.18.23,8,20,0.045,-0.26
14,3,1,2022,N,1,NA,51,3,12.18.23,8,20,0.045,-0.26
14,3,1,2022,N,1,42.37205124,42.37205124,4,12.18.23,8,20,0.045,-0.26
14,3,1,2022,N,1,NA,51,5,12.18.23,8,20,0.045,-0.26
14,3,1,2022,N,1,NA,51,6,12.18.23,8,20,0.045,-0.26
14,5,1,2022,N,1,NA,51,1,12.18.23,8,20,0.045,-0.26
14,5,1,2022,N,1,NA,51,2,12.18.23,8,20,0.045,-0.26
14,5,1,2022,N,1,37.34386444,37.34386444,3,12.18.23,8,20,0.045,-0.26
14,5,1,2022,N,1,37.27932358,37.27932358,4,12.18.23,8,20,0.045,-0.26
14,5,1,2022,N,1,NA,51,5,12.18.23,8,20,0.045,-0.26
14,5,1,2022,N,1,NA,51,6,12.18.23,8,20,0.045,-0.26
14,12,1,2022,N,1,NA,51,1,12.18.23,8,20,0.045,-0.26
14,12,1,2022,N,1,45.95586777,45.95586777,2,12.18.23,8,20,0.045,-0.26
14,12,1,2022,N,1,NA,51,3,12.18.23,8,20,0.045,-0.26
14,12,1,2022,N,1,NA,51,4,12.18.23,8,20,0.045,-0.26
14,12,1,2022,N,1,NA,51,5,12.18.23,8,20,0.045,-0.26
14,12,1,2022,N,1,NA,51,6,12.18.23,8,20,0.045,-0.26
14,19,1,2022,N,1,NA,51,1,12.18.23,8,20,0.045,-0.26
14,19,1,2022,N,1,NA,51,2,12.18.23,8,20,0.045,-0.26
14,19,1,2022,N,1,NA,51,3,12.18.23,8,20,0.045,-0.26
14,19,1,2022,N,1,NA,51,4,12.18.23,8,20,0.045,-0.26
14,19,1,2022,N,1,39.33617783,39.33617783,5,12.18.23,8,20,0.045,-0.26
14,19,1,2022,N,1,NA,51,6,12.18.23,8,20,0.045,-0.26
14,13,1,2022,N,1,NA,51,1,12.18.23,8,20,0.045,-0.26
14,13,1,2022,N,1,NA,51,2,12.18.23,8,20,0.045,-0.26
14,13,1,2022,N,1,NA,51,3,12.18.23,8,20,0.045,-0.26
14,13,1,2022,N,1,NA,51,4,12.18.23,8,20,0.045,-0.26
14,13,1,2022,N,1,NA,51,5,12.18.23,8,20,0.045,-0.26
14,13,1,2022,N,1,43.82391357,43.82391357,6,12.18.23,8,20,0.045,-0.26
14,21,1,2022,N,1,NA,51,1,12.18.23,8,20,0.045,-0.26
14,21,1,2022,N,1,NA,51,2,12.18.23,8,20,0.045,-0.26
14,21,1,2022,N,1,NA,51,3,12.18.23,8,20,0.045,-0.26
14,21,1,2022,N,1,NA,51,4,12.18.23,8,20,0.045,-0.26
14,21,1,2022,N,1,NA,51,5,12.18.23,8,20,0.045,-0.26
14,21,1,2022,N,1,NA,51,6,12.18.23,8,20,0.045,-0.26
16,2,1,2022,N,1,NA,51,1,12.18.23,8,20,0.045,-0.26
16,2,1,2022,N,1,NA,51,2,12.18.23,8,20,0.045,-0.26
16,2,1,2022,N,1,NA,51,3,12.18.23,8,20,0.045,-0.26
16,2,1,2022,N,1,NA,51,4,12.18.23,8,20,0.045,-0.26
16,2,1,2022,N,1,NA,51,5,12.18.23,8,20,0.045,-0.26
16,2,1,2022,N,1,NA,51,6,12.18.23,8,20,0.045,-0.26
7,2,1,2022,N,1,NA,51,1,12.15.23,8,20,0.054,-0.85
7,2,1,2022,N,1,NA,51,2,12.15.23,8,20,0.054,-0.85
7,2,1,2022,N,1,NA,51,3,12.15.23,8,20,0.054,-0.85
7,2,1,2022,N,1,NA,51,4,12.15.23,8,20,0.054,-0.85
7,2,1,2022,N,1,NA,51,5,12.15.23,8,20,0.054,-0.85
7,2,1,2022,N,1,NA,51,6,12.15.23,8,20,0.054,-0.85
2,14,1,2022,N,1,NA,51,1,12.15.23,8,20,0.054,-0.85
2,14,1,2022,N,1,NA,51,2,12.15.23,8,20,0.054,-0.85
2,14,1,2022,N,1,NA,51,3,12.15.23,8,20,0.054,-0.85
2,14,1,2022,N,1,NA,51,4,12.15.23,8,20,0.054,-0.85
2,14,1,2022,N,1,NA,51,5,12.15.23,8,20,0.054,-0.85
2,14,1,2022,N,1,NA,51,6,12.15.23,8,20,0.054,-0.85
2,21,1,2022,N,1,NA,51,1,12.15.23,8,20,0.054,-0.85
2,21,1,2022,N,1,NA,51,2,12.15.23,8,20,0.054,-0.85
2,21,1,2022,N,1,NA,51,3,12.15.23,8,20,0.054,-0.85
2,21,1,2022,N,1,NA,51,4,12.15.23,8,20,0.054,-0.85
2,21,1,2022,N,1,NA,51,5,12.15.23,8,20,0.054,-0.85
2,21,1,2022,N,1,NA,51,6,12.15.23,8,20,0.054,-0.85
2,18,1,2022,N,1,NA,51,1,12.15.23,8,20,0.054,-0.85
2,18,1,2022,N,1,NA,51,2,12.15.23,8,20,0.054,-0.85
2,18,1,2022,N,1,NA,51,3,12.15.23,8,20,0.054,-0.85
2,18,1,2022,N,1,NA,51,4,12.15.23,8,20,0.054,-0.85
2,18,1,2022,N,1,NA,51,5,12.15.23,8,20,0.054,-0.85
2,18,1,2022,N,1,NA,51,6,12.15.23,8,20,0.054,-0.85
2,22,1,2022,N,1,NA,51,1,12.15.23,8,20,0.054,-0.85
2,22,1,2022,N,1,NA,51,2,12.15.23,8,20,0.054,-0.85
2,22,1,2022,N,1,NA,51,3,12.15.23,8,20,0.054,-0.85
2,22,1,2022,N,1,NA,51,4,12.15.23,8,20,0.054,-0.85
2,22,1,2022,N,1,NA,51,5,12.15.23,8,20,0.054,-0.85
2,22,1,2022,N,1,NA,51,6,12.15.23,8,20,0.054,-0.85
2,11,1,2022,N,1,NA,51,1,12.15.23,8,20,0.054,-0.85
2,11,1,2022,N,1,NA,51,2,12.15.23,8,20,0.054,-0.85
2,11,1,2022,N,1,NA,51,3,12.15.23,8,20,0.054,-0.85
2,11,1,2022,N,1,NA,51,4,12.15.23,8,20,0.054,-0.85
2,11,1,2022,N,1,NA,51,5,12.15.23,8,20,0.054,-0.85
2,11,1,2022,N,1,NA,51,6,12.15.23,8,20,0.054,-0.85
7,15,1,2022,N,1,NA,51,1,12.15.23,8,20,0.054,-0.85
7,15,1,2022,N,1,NA,51,2,12.15.23,8,20,0.054,-0.85
7,15,1,2022,N,1,NA,51,3,12.15.23,8,20,0.054,-0.85
7,15,1,2022,N,1,NA,51,4,12.15.23,8,20,0.054,-0.85
7,15,1,2022,N,1,NA,51,5,12.15.23,8,20,0.054,-0.85
7,15,1,2022,N,1,NA,51,6,12.15.23,8,20,0.054,-0.85
10,8,1,2022,N,1,NA,51,1,12.15.23,8,20,0.054,-0.85
10,8,1,2022,N,1,NA,51,2,12.15.23,8,20,0.054,-0.85
10,8,1,2022,N,1,NA,51,3,12.15.23,8,20,0.054,-0.85
10,8,1,2022,N,1,NA,51,4,12.15.23,8,20,0.054,-0.85
10,8,1,2022,N,1,NA,51,5,12.15.23,8,20,0.054,-0.85
10,8,1,2022,N,1,NA,51,6,12.15.23,8,20,0.054,-0.85
10,15,1,2022,N,1,NA,51,1,12.15.23,8,20,0.054,-0.85
10,15,1,2022,N,1,NA,51,2,12.15.23,8,20,0.054,-0.85
10,15,1,2022,N,1,NA,51,3,12.15.23,8,20,0.054,-0.85
10,15,1,2022,N,1,NA,51,4,12.15.23,8,20,0.054,-0.85
10,15,1,2022,N,1,NA,51,5,12.15.23,8,20,0.054,-0.85
10,15,1,2022,N,1,NA,51,6,12.15.23,8,20,0.054,-0.85
4,1,1,2022,N,1,NA,51,1,12.15.23,8,20,0.054,-0.85
4,1,1,2022,N,1,NA,51,2,12.15.23,8,20,0.054,-0.85
4,1,1,2022,N,1,40.47418213,40.47418213,3,12.15.23,8,20,0.054,-0.85
4,1,1,2022,N,1,NA,51,4,12.15.23,8,20,0.054,-0.85
4,1,1,2022,N,1,NA,51,5,12.15.23,8,20,0.054,-0.85
4,1,1,2022,N,1,NA,51,6,12.15.23,8,20,0.054,-0.85
7,21,1,2022,N,1,NA,51,1,12.15.23,8,20,0.054,-0.85
7,21,1,2022,N,1,NA,51,2,12.15.23,8,20,0.054,-0.85
7,21,1,2022,N,1,36.07445526,36.07445526,3,12.15.23,8,20,0.054,-0.85
7,21,1,2022,N,1,NA,51,4,12.15.23,8,20,0.054,-0.85
7,21,1,2022,N,1,NA,51,5,12.15.23,8,20,0.054,-0.85
7,21,1,2022,N,1,NA,51,6,12.15.23,8,20,0.054,-0.85
7,16,1,2022,N,1,NA,51,1,12.15.23,8,20,0.054,-0.85
7,16,1,2022,N,1,NA,51,2,12.15.23,8,20,0.054,-0.85
7,16,1,2022,N,1,NA,51,3,12.15.23,8,20,0.054,-0.85
7,16,1,2022,N,1,NA,51,4,12.15.23,8,20,0.054,-0.85
7,16,1,2022,N,1,NA,51,5,12.15.23,8,20,0.054,-0.85
7,16,1,2022,N,1,NA,51,6,12.15.23,8,20,0.054,-0.85
7,1,1,2022,N,1,NA,51,1,12.15.23,8,20,0.054,-0.85
7,1,1,2022,N,1,NA,51,2,12.15.23,8,20,0.054,-0.85
7,1,1,2022,N,1,NA,51,3,12.15.23,8,20,0.054,-0.85
7,1,1,2022,N,1,NA,51,4,12.15.23,8,20,0.054,-0.85
7,1,1,2022,N,1,NA,51,5,12.15.23,8,20,0.054,-0.85
7,1,1,2022,N,1,NA,51,6,12.15.23,8,20,0.054,-0.85
10,16,1,2022,N,1,NA,51,1,12.15.23,8,20,0.054,-0.85
10,16,1,2022,N,1,NA,51,2,12.15.23,8,20,0.054,-0.85
10,16,1,2022,N,1,NA,51,3,12.15.23,8,20,0.054,-0.85
10,16,1,2022,N,1,NA,51,4,12.15.23,8,20,0.054,-0.85
10,16,1,2022,N,1,NA,51,5,12.15.23,8,20,0.054,-0.85
10,16,1,2022,N,1,NA,51,6,12.15.23,8,20,0.054,-0.85
4,8,1,2022,N,1,NA,51,1,12.14.23,8,20,0.014,-0.88
4,8,1,2022,N,1,NA,51,2,12.14.23,8,20,0.014,-0.88
4,8,1,2022,N,1,NA,51,3,12.14.23,8,20,0.014,-0.88
4,8,1,2022,N,1,NA,51,4,12.14.23,8,20,0.014,-0.88
4,8,1,2022,N,1,NA,51,5,12.14.23,8,20,0.014,-0.88
4,8,1,2022,N,1,NA,51,6,12.14.23,8,20,0.014,-0.88
2,14,1,2022,N,1,NA,51,1,12.14.23,8,20,0.014,-0.88
2,14,1,2022,N,1,NA,51,2,12.14.23,8,20,0.014,-0.88
2,14,1,2022,N,1,NA,51,3,12.14.23,8,20,0.014,-0.88
2,14,1,2022,N,1,NA,51,4,12.14.23,8,20,0.014,-0.88
2,14,1,2022,N,1,NA,51,5,12.14.23,8,20,0.014,-0.88
2,14,1,2022,N,1,NA,51,6,12.14.23,8,20,0.014,-0.88
2,21,1,2022,N,1,NA,51,1,12.14.23,8,20,0.014,-0.88
2,21,1,2022,N,1,NA,51,2,12.14.23,8,20,0.014,-0.88
2,21,1,2022,N,1,NA,51,3,12.14.23,8,20,0.014,-0.88
2,21,1,2022,N,1,NA,51,4,12.14.23,8,20,0.014,-0.88
2,21,1,2022,N,1,NA,51,5,12.14.23,8,20,0.014,-0.88
2,21,1,2022,N,1,NA,51,6,12.14.23,8,20,0.014,-0.88
2,18,1,2022,N,1,NA,51,1,12.14.23,8,20,0.014,-0.88
2,18,1,2022,N,1,NA,51,2,12.14.23,8,20,0.014,-0.88
2,18,1,2022,N,1,NA,51,3,12.14.23,8,20,0.014,-0.88
2,18,1,2022,N,1,NA,51,4,12.14.23,8,20,0.014,-0.88
2,18,1,2022,N,1,NA,51,5,12.14.23,8,20,0.014,-0.88
2,18,1,2022,N,1,NA,51,6,12.14.23,8,20,0.014,-0.88
4,4,1,2022,N,1,NA,51,1,12.14.23,8,20,0.014,-0.88
4,4,1,2022,N,1,NA,51,2,12.14.23,8,20,0.014,-0.88
4,4,1,2022,N,1,NA,51,3,12.14.23,8,20,0.014,-0.88
4,4,1,2022,N,1,NA,51,4,12.14.23,8,20,0.014,-0.88
4,4,1,2022,N,1,NA,51,5,12.14.23,8,20,0.014,-0.88
4,4,1,2022,N,1,NA,51,6,12.14.23,8,20,0.014,-0.88
4,7,1,2022,N,1,NA,51,1,12.14.23,8,20,0.014,-0.88
4,7,1,2022,N,1,NA,51,2,12.14.23,8,20,0.014,-0.88
4,7,1,2022,N,1,NA,51,3,12.14.23,8,20,0.014,-0.88
4,7,1,2022,N,1,NA,51,4,12.14.23,8,20,0.014,-0.88
4,7,1,2022,N,1,NA,51,5,12.14.23,8,20,0.014,-0.88
4,7,1,2022,N,1,NA,51,6,12.14.23,8,20,0.014,-0.88
4,19,1,2022,N,1,NA,51,1,12.14.23,8,20,0.014,-0.88
4,19,1,2022,N,1,NA,51,2,12.14.23,8,20,0.014,-0.88
4,19,1,2022,N,1,NA,51,3,12.14.23,8,20,0.014,-0.88
4,19,1,2022,N,1,NA,51,4,12.14.23,8,20,0.014,-0.88
4,19,1,2022,N,1,NA,51,5,12.14.23,8,20,0.014,-0.88
4,19,1,2022,N,1,NA,51,6,12.14.23,8,20,0.014,-0.88
4,12,1,2022,N,1,NA,51,1,12.14.23,8,20,0.014,-0.88
4,12,1,2022,N,1,NA,51,2,12.14.23,8,20,0.014,-0.88
4,12,1,2022,N,1,NA,51,3,12.14.23,8,20,0.014,-0.88
4,12,1,2022,N,1,NA,51,4,12.14.23,8,20,0.014,-0.88
4,12,1,2022,N,1,NA,51,5,12.14.23,8,20,0.014,-0.88
4,12,1,2022,N,1,NA,51,6,12.14.23,8,20,0.014,-0.88
4,13,1,2022,N,1,NA,51,1,12.14.23,8,20,0.014,-0.88
4,13,1,2022,N,1,NA,51,2,12.14.23,8,20,0.014,-0.88
4,13,1,2022,N,1,NA,51,3,12.14.23,8,20,0.014,-0.88
4,13,1,2022,N,1,NA,51,4,12.14.23,8,20,0.014,-0.88
4,13,1,2022,N,1,NA,51,5,12.14.23,8,20,0.014,-0.88
4,13,1,2022,N,1,NA,51,6,12.14.23,8,20,0.014,-0.88
16,7,3,2021,N,1,NA,51,1,12.14.23,8,20,0.014,-0.88
16,7,3,2021,N,1,NA,51,2,12.14.23,8,20,0.014,-0.88
16,7,3,2021,N,1,NA,51,3,12.14.23,8,20,0.014,-0.88
16,7,3,2021,N,1,NA,51,4,12.14.23,8,20,0.014,-0.88
16,7,3,2021,N,1,NA,51,5,12.14.23,8,20,0.014,-0.88
16,7,3,2021,N,1,NA,51,6,12.14.23,8,20,0.014,-0.88
16,6,3,2021,N,1,NA,51,1,12.14.23,8,20,0.014,-0.88
16,6,3,2021,N,1,NA,51,2,12.14.23,8,20,0.014,-0.88
16,6,3,2021,N,1,NA,51,3,12.14.23,8,20,0.014,-0.88
16,6,3,2021,N,1,NA,51,4,12.14.23,8,20,0.014,-0.88
16,6,3,2021,N,1,NA,51,5,12.14.23,8,20,0.014,-0.88
16,6,3,2021,N,1,NA,51,6,12.14.23,8,20,0.014,-0.88
16,1,3,2021,N,1,NA,51,1,12.14.23,8,20,0.014,-0.88
16,1,3,2021,N,1,NA,51,2,12.14.23,8,20,0.014,-0.88
16,1,3,2021,N,1,NA,51,3,12.14.23,8,20,0.014,-0.88
16,1,3,2021,N,1,NA,51,4,12.14.23,8,20,0.014,-0.88
16,1,3,2021,N,1,NA,51,5,12.14.23,8,20,0.014,-0.88
16,1,3,2021,N,1,NA,51,6,12.14.23,8,20,0.014,-0.88
6,5,3,2021,N,1,NA,51,1,12.12.23,8,20,0.042,1.22
6,5,3,2021,N,1,NA,51,2,12.12.23,8,20,0.042,1.22
6,5,3,2021,N,1,NA,51,3,12.12.23,8,20,0.042,1.22
6,5,3,2021,N,1,NA,51,4,12.12.23,8,20,0.042,1.22
6,5,3,2021,N,1,NA,51,5,12.12.23,8,20,0.042,1.22
6,5,3,2021,N,1,NA,51,6,12.12.23,8,20,0.042,1.22
6,10,3,2021,N,1,NA,51,1,12.12.23,8,20,0.042,1.22
6,10,3,2021,N,1,NA,51,2,12.12.23,8,20,0.042,1.22
6,10,3,2021,N,1,NA,51,3,12.12.23,8,20,0.042,1.22
6,10,3,2021,N,1,NA,51,4,12.12.23,8,20,0.042,1.22
6,10,3,2021,N,1,NA,51,5,12.12.23,8,20,0.042,1.22
6,10,3,2021,N,1,NA,51,6,12.12.23,8,20,0.042,1.22
6,7,3,2021,N,1,NA,51,1,12.12.23,8,20,0.042,1.22
6,7,3,2021,N,1,NA,51,2,12.12.23,8,20,0.042,1.22
6,7,3,2021,N,1,NA,51,3,12.12.23,8,20,0.042,1.22
6,7,3,2021,N,1,NA,51,4,12.12.23,8,20,0.042,1.22
6,7,3,2021,N,1,NA,51,5,12.12.23,8,20,0.042,1.22
6,7,3,2021,N,1,NA,51,6,12.12.23,8,20,0.042,1.22
6,8,3,2021,N,1,NA,51,1,12.12.23,8,20,0.042,1.22
6,8,3,2021,N,1,NA,51,2,12.12.23,8,20,0.042,1.22
6,8,3,2021,N,1,NA,51,3,12.12.23,8,20,0.042,1.22
6,8,3,2021,N,1,NA,51,4,12.12.23,8,20,0.042,1.22
6,8,3,2021,N,1,NA,51,5,12.12.23,8,20,0.042,1.22
6,8,3,2021,N,1,NA,51,6,12.12.23,8,20,0.042,1.22
6,19,3,2021,N,1,NA,51,1,12.12.23,8,20,0.042,1.22
6,19,3,2021,N,1,NA,51,2,12.12.23,8,20,0.042,1.22
6,19,3,2021,N,1,NA,51,3,12.12.23,8,20,0.042,1.22
6,19,3,2021,N,1,NA,51,4,12.12.23,8,20,0.042,1.22
6,19,3,2021,N,1,NA,51,5,12.12.23,8,20,0.042,1.22
6,19,3,2021,N,1,NA,51,6,12.12.23,8,20,0.042,1.22
6,12,3,2021,N,1,NA,51,1,12.12.23,8,20,0.042,1.22
6,12,3,2021,N,1,NA,51,2,12.12.23,8,20,0.042,1.22
6,12,3,2021,N,1,NA,51,3,12.12.23,8,20,0.042,1.22
6,12,3,2021,N,1,NA,51,4,12.12.23,8,20,0.042,1.22
6,12,3,2021,N,1,NA,51,5,12.12.23,8,20,0.042,1.22
6,12,3,2021,N,1,NA,51,6,12.12.23,8,20,0.042,1.22
6,14,3,2021,N,1,NA,51,1,12.12.23,8,20,0.042,1.22
6,14,3,2021,N,1,45.56989288,45.56989288,2,12.12.23,8,20,0.042,1.22
6,14,3,2021,N,1,49.55247879,49.55247879,3,12.12.23,8,20,0.042,1.22
6,14,3,2021,N,1,NA,51,4,12.12.23,8,20,0.042,1.22
6,14,3,2021,N,1,NA,51,5,12.12.23,8,20,0.042,1.22
6,14,3,2021,N,1,NA,51,6,12.12.23,8,20,0.042,1.22
6,20,3,2021,N,1,NA,51,1,12.12.23,8,20,0.042,1.22
6,20,3,2021,N,1,NA,51,2,12.12.23,8,20,0.042,1.22
6,20,3,2021,N,1,NA,51,3,12.12.23,8,20,0.042,1.22
6,20,3,2021,N,1,NA,51,4,12.12.23,8,20,0.042,1.22
6,20,3,2021,N,1,NA,51,5,12.12.23,8,20,0.042,1.22
6,20,3,2021,N,1,NA,51,6,12.12.23,8,20,0.042,1.22
6,21,3,2021,N,1,NA,51,1,12.12.23,8,20,0.042,1.22
6,21,3,2021,N,1,NA,51,2,12.12.23,8,20,0.042,1.22
6,21,3,2021,N,1,NA,51,3,12.12.23,8,20,0.042,1.22
6,21,3,2021,N,1,NA,51,4,12.12.23,8,20,0.042,1.22
6,21,3,2021,N,1,NA,51,5,12.12.23,8,20,0.042,1.22
