Day,Tankno,Experiment,Year,Diluted,DilutionFactor,Ct,Replicate,Run,Conversion,VolumeFilteredL
4,22,3,2021,N,1,NA,2,1.22.24,-1.66,1
4,22,3,2021,N,1,NA,3,1.22.24,-1.66,1
4,22,3,2021,N,1,NA,4,1.22.24,-1.66,1
4,22,3,2021,N,1,NA,5,1.22.24,-1.66,1
4,22,3,2021,N,1,NA,6,1.22.24,-1.66,1
4,22,3,2021,N,1,NA,7,1.22.24,-1.66,1
4,22,3,2021,N,1,NA,8,1.22.24,-1.66,1
5,1,3,2021,N,1,36.675457,1,12.6.23,-0.35,1
5,1,3,2021,N,1,37.40796661,2,12.6.23,-0.35,1
5,1,3,2021,N,1,37.83375931,3,12.6.23,-0.35,1
5,1,3,2021,N,1,35.19010544,4,12.6.23,-0.35,1
5,1,3,2021,N,1,38.06890106,5,12.6.23,-0.35,1
5,1,3,2021,N,1,37.7250824,6,12.6.23,-0.35,1
5,3,3,2021,N,1,NA,1,1.19.24,-1.09,1
5,3,3,2021,N,1,NA,2,1.19.24,-1.09,1
5,3,3,2021,N,1,NA,3,1.19.24,-1.09,1
5,3,3,2021,N,1,NA,4,1.19.24,-1.09,1
5,3,3,2021,N,1,NA,5,1.19.24,-1.09,1
5,3,3,2021,N,1,NA,6,1.19.24,-1.09,1
5,3,3,2021,N,1,NA,7,1.19.24,-1.09,1
5,3,3,2021,N,1,NA,8,1.19.24,-1.09,1
5,4,3,2021,N,1,NA,1,12.6.23,-0.35,1
5,4,3,2021,N,1,NA,2,12.6.23,-0.35,1
5,4,3,2021,N,1,NA,3,12.6.23,-0.35,1
5,4,3,2021,N,1,NA,4,12.6.23,-0.35,1
5,4,3,2021,N,1,NA,5,12.6.23,-0.35,1
5,4,3,2021,N,1,NA,6,12.6.23,-0.35,1
5,5,3,2021,N,1,NA,1,U1,-0.68,1
5,5,3,2021,N,1,NA,2,U1,-0.68,1
5,5,3,2021,N,1,NA,3,U1,-0.68,1
5,5,3,2021,N,1,NA,4,U1,-0.68,1
5,5,3,2021,N,1,NA,5,U1,-0.68,1
5,5,3,2021,N,1,NA,6,U1,-0.68,1
5,6,3,2021,Y,1.422,NA,1,12.6.23,-0.35,1
5,6,3,2021,Y,1.422,NA,2,12.6.23,-0.35,1
5,6,3,2021,Y,1.422,NA,3,12.6.23,-0.35,1
5,6,3,2021,Y,1.422,NA,4,12.6.23,-0.35,1
5,6,3,2021,Y,1.422,34.79384232,5,12.6.23,-0.35,1
5,7,3,2021,N,1,NA,1,12.6.23,-0.35,1
5,7,3,2021,N,1,NA,2,12.6.23,-0.35,1
5,7,3,2021,N,1,NA,3,12.6.23,-0.35,1
5,7,3,2021,N,1,NA,4,12.6.23,-0.35,1
5,7,3,2021,N,1,NA,5,12.6.23,-0.35,1
5,7,3,2021,N,1,NA,6,12.6.23,-0.35,1
5,7,3,2021,N,1,NA,1,U1,-0.68,1
5,7,3,2021,N,1,NA,2,U1,-0.68,1
5,7,3,2021,N,1,NA,3,U1,-0.68,1
5,7,3,2021,N,1,NA,4,U1,-0.68,1
5,7,3,2021,N,1,NA,5,U1,-0.68,1
5,7,3,2021,N,1,NA,6,U1,-0.68,1
5,8,3,2021,N,1,NA,1,U1,-0.68,1
5,8,3,2021,N,1,NA,2,U1,-0.68,1
5,8,3,2021,N,1,NA,3,U1,-0.68,1
5,8,3,2021,N,1,NA,4,U1,-0.68,1
5,8,3,2021,N,1,NA,5,U1,-0.68,1
5,8,3,2021,N,1,NA,6,U1,-0.68,1
5,8,3,2021,N,1,NA,7,U2,-1.55,1
5,9,3,2021,N,1,42.40991974,1,U1,-0.68,1
5,9,3,2021,N,1,43.8016777,2,U1,-0.68,1
5,9,3,2021,N,1,NA,3,U1,-0.68,1
5,9,3,2021,N,1,NA,4,U1,-0.68,1
5,9,3,2021,N,1,NA,5,U1,-0.68,1
5,9,3,2021,N,1,NA,6,U1,-0.68,1
5,10,3,2021,N,1,NA,1,12.6.23,-0.35,1
5,10,3,2021,N,1,NA,2,12.6.23,-0.35,1
5,10,3,2021,N,1,NA,3,12.6.23,-0.35,1
5,10,3,2021,N,1,NA,4,12.6.23,-0.35,1
5,10,3,2021,N,1,NA,5,12.6.23,-0.35,1
5,10,3,2021,N,1,NA,6,12.6.23,-0.35,1
5,10,3,2021,N,1,NA,1,U1,-0.68,1
5,10,3,2021,N,1,NA,2,U1,-0.68,1
5,10,3,2021,N,1,NA,3,U1,-0.68,1
5,10,3,2021,N,1,NA,4,U1,-0.68,1
5,10,3,2021,N,1,NA,5,U1,-0.68,1
5,10,3,2021,N,1,NA,6,U1,-0.68,1
5,11,3,2021,N,1,38.43699646,1,U1,-0.68,1
5,11,3,2021,N,1,39.2665062,2,U1,-0.68,1
5,11,3,2021,N,1,43.56808853,3,U1,-0.68,1
5,11,3,2021,N,1,37.59277725,4,U1,-0.68,1
5,11,3,2021,N,1,37.81686401,5,U1,-0.68,1
5,11,3,2021,N,1,40.7040062,6,U1,-0.68,1
5,12,3,2021,N,1,NA,1,U1,-0.68,1
5,12,3,2021,N,1,NA,2,U1,-0.68,1
5,12,3,2021,N,1,NA,3,U1,-0.68,1
5,12,3,2021,N,1,NA,4,U1,-0.68,1
5,12,3,2021,N,1,NA,5,U1,-0.68,1
5,12,3,2021,N,1,NA,6,U1,-0.68,1
5,14,3,2021,N,1,NA,1,1.22.24,-1.66,1
5,14,3,2021,N,1,NA,2,1.22.24,-1.66,1
5,14,3,2021,N,1,NA,3,1.22.24,-1.66,1
5,14,3,2021,N,1,NA,4,1.22.24,-1.66,1
5,14,3,2021,N,1,49.95491409,5,1.22.24,-1.66,1
5,14,3,2021,N,1,NA,6,1.22.24,-1.66,1
5,14,3,2021,N,1,NA,7,1.22.24,-1.66,1
5,14,3,2021,N,1,NA,8,1.22.24,-1.66,1
5,15,3,2021,Y,1.59,NA,1,12.6.23,-0.35,1
5,15,3,2021,Y,1.59,NA,2,12.6.23,-0.35,1
5,15,3,2021,Y,1.59,NA,3,12.6.23,-0.35,1
5,15,3,2021,Y,1.59,NA,4,12.6.23,-0.35,1
5,15,3,2021,Y,1.59,NA,5,12.6.23,-0.35,1
5,15,3,2021,Y,1.59,35.97582245,6,12.6.23,-0.35,1
5,16,3,2021,N,1,NA,1,12.6.23,-0.35,1
5,16,3,2021,N,1,38.40611649,2,12.6.23,-0.35,1
5,16,3,2021,N,1,39.09706116,3,12.6.23,-0.35,1
5,16,3,2021,N,1,NA,4,12.6.23,-0.35,1
5,16,3,2021,N,1,NA,5,12.6.23,-0.35,1
5,16,3,2021,N,1,NA,6,12.6.23,-0.35,1
5,18,3,2021,N,1,NA,1,U1,-0.68,1
5,18,3,2021,N,1,NA,2,U1,-0.68,1
5,18,3,2021,N,1,NA,3,U1,-0.68,1
5,18,3,2021,N,1,NA,4,U1,-0.68,1
5,18,3,2021,N,1,NA,5,U1,-0.68,1
5,18,3,2021,N,1,25.7326107,6,U1,-0.68,1
5,19,3,2021,N,1,NA,1,U1,-0.68,1
5,19,3,2021,N,1,NA,2,U1,-0.68,1
5,19,3,2021,N,1,NA,3,U1,-0.68,1
5,19,3,2021,N,1,NA,4,U1,-0.68,1
5,19,3,2021,N,1,NA,5,U1,-0.68,1
5,19,3,2021,N,1,NA,6,U1,-0.68,1
5,20,3,2021,N,1,NA,1,1.22.24,-1.66,1
5,20,3,2021,N,1,NA,2,1.22.24,-1.66,1
5,20,3,2021,N,1,NA,3,1.22.24,-1.66,1
5,20,3,2021,N,1,NA,4,1.22.24,-1.66,1
5,20,3,2021,N,1,NA,5,1.22.24,-1.66,1
5,20,3,2021,N,1,NA,6,1.22.24,-1.66,1
5,20,3,2021,N,1,NA,7,1.22.24,-1.66,1
5,20,3,2021,N,1,38.94351959,8,1.22.24,-1.66,1
5,21,3,2021,N,1,NA,1,1.22.24,-1.66,1
5,21,3,2021,N,1,NA,2,1.22.24,-1.66,1
5,21,3,2021,N,1,NA,3,1.22.24,-1.66,1
5,21,3,2021,N,1,NA,4,1.22.24,-1.66,1
5,21,3,2021,N,1,NA,5,1.22.24,-1.66,1
5,21,3,2021,N,1,NA,6,1.22.24,-1.66,1
5,21,3,2021,N,1,NA,7,1.22.24,-1.66,1
5,21,3,2021,N,1,NA,8,1.22.24,-1.66,1
5,22,3,2021,N,1,NA,1,12.6.23,-0.35,1
5,22,3,2021,N,1,NA,2,12.6.23,-0.35,1
5,22,3,2021,N,1,NA,3,12.6.23,-0.35,1
5,22,3,2021,N,1,NA,4,12.6.23,-0.35,1
5,22,3,2021,N,1,NA,5,12.6.23,-0.35,1
5,22,3,2021,N,1,NA,6,12.6.23,-0.35,1
5,22,3,2021,N,1,NA,1,U1,-0.68,1
5,22,3,2021,N,1,NA,2,U1,-0.68,1
5,22,3,2021,N,1,NA,3,U1,-0.68,1
5,22,3,2021,N,1,NA,4,U1,-0.68,1
5,22,3,2021,N,1,NA,5,U1,-0.68,1
5,22,3,2021,N,1,NA,6,U1,-0.68,1
6,1,3,2021,N,1,38.76596832,1,1.22.24,-1.66,1
6,1,3,2021,N,1,NA,2,1.22.24,-1.66,1
6,1,3,2021,N,1,NA,3,1.22.24,-1.66,1
6,1,3,2021,N,1,NA,4,1.22.24,-1.66,1
6,1,3,2021,N,1,NA,5,1.22.24,-1.66,1
6,1,3,2021,N,1,NA,6,1.22.24,-1.66,1
6,1,3,2021,N,1,NA,7,1.22.24,-1.66,1
6,1,3,2021,N,1,NA,8,1.22.24,-1.66,1
6,3,3,2021,N,1,NA,1,12.7.23,0.44,1
6,3,3,2021,N,1,NA,2,12.7.23,0.44,1
6,3,3,2021,N,1,NA,3,12.7.23,0.44,1
6,3,3,2021,N,1,NA,4,12.7.23,0.44,1
6,3,3,2021,N,1,NA,5,12.7.23,0.44,1
6,3,3,2021,N,1,NA,6,12.7.23,0.44,1
6,4,3,2021,N,1,NA,1,12.6.23,-0.35,1
6,4,3,2021,N,1,NA,2,12.6.23,-0.35,1
6,4,3,2021,N,1,NA,3,12.6.23,-0.35,1
6,4,3,2021,N,1,NA,4,12.6.23,-0.35,1
6,4,3,2021,N,1,NA,5,12.6.23,-0.35,1
6,4,3,2021,N,1,NA,6,12.6.23,-0.35,1
6,5,3,2021,N,1,NA,1,12.12.23,1.22,1
6,5,3,2021,N,1,NA,2,12.12.23,1.22,1
6,5,3,2021,N,1,NA,3,12.12.23,1.22,1
6,5,3,2021,N,1,NA,4,12.12.23,1.22,1
6,5,3,2021,N,1,NA,5,12.12.23,1.22,1
6,5,3,2021,N,1,NA,6,12.12.23,1.22,1
6,6,3,2021,N,1,NA,1,12.7.23,0.44,1
6,6,3,2021,N,1,NA,2,12.7.23,0.44,1
6,6,3,2021,N,1,NA,3,12.7.23,0.44,1
6,6,3,2021,N,1,NA,4,12.7.23,0.44,1
6,6,3,2021,N,1,NA,5,12.7.23,0.44,1
6,6,3,2021,N,1,NA,6,12.7.23,0.44,1
6,7,3,2021,N,1,NA,1,12.12.23,1.22,1
6,7,3,2021,N,1,NA,2,12.12.23,1.22,1
6,7,3,2021,N,1,NA,3,12.12.23,1.22,1
6,7,3,2021,N,1,NA,4,12.12.23,1.22,1
6,7,3,2021,N,1,NA,5,12.12.23,1.22,1
6,7,3,2021,N,1,NA,6,12.12.23,1.22,1
6,8,3,2021,N,1,NA,1,12.12.23,1.22,1
6,8,3,2021,N,1,NA,2,12.12.23,1.22,1
6,8,3,2021,N,1,NA,3,12.12.23,1.22,1
6,8,3,2021,N,1,NA,4,12.12.23,1.22,1
6,8,3,2021,N,1,NA,5,12.12.23,1.22,1
6,8,3,2021,N,1,NA,6,12.12.23,1.22,1
6,9,3,2021,N,1,NA,1,12.12.23,1.22,1
6,9,3,2021,N,1,NA,2,12.12.23,1.22,1
6,9,3,2021,N,1,NA,3,12.12.23,1.22,1
6,9,3,2021,N,1,NA,4,12.12.23,1.22,1
6,9,3,2021,N,1,NA,5,12.12.23,1.22,1
6,9,3,2021,N,1,NA,6,12.12.23,1.22,1
6,10,3,2021,N,1,NA,1,12.12.23,1.22,1
6,10,3,2021,N,1,NA,2,12.12.23,1.22,1
6,10,3,2021,N,1,NA,3,12.12.23,1.22,1
6,10,3,2021,N,1,NA,4,12.12.23,1.22,1
6,10,3,2021,N,1,NA,5,12.12.23,1.22,1
6,10,3,2021,N,1,NA,6,12.12.23,1.22,1
6,11,3,2021,N,1,NA,1,12.12.23,1.22,1
6,11,3,2021,N,1,NA,2,12.12.23,1.22,1
6,11,3,2021,N,1,NA,3,12.12.23,1.22,1
6,11,3,2021,N,1,NA,4,12.12.23,1.22,1
6,11,3,2021,N,1,NA,5,12.12.23,1.22,1
6,11,3,2021,N,1,NA,6,12.12.23,1.22,1
6,12,3,2021,N,1,NA,1,12.12.23,1.22,1
6,12,3,2021,N,1,NA,2,12.12.23,1.22,1
6,12,3,2021,N,1,NA,3,12.12.23,1.22,1
6,12,3,2021,N,1,NA,4,12.12.23,1.22,1
6,12,3,2021,N,1,NA,5,12.12.23,1.22,1
6,12,3,2021,N,1,NA,6,12.12.23,1.22,1
6,14,3,2021,N,1,NA,1,12.12.23,1.22,1
6,14,3,2021,N,1,45.56989288,2,12.12.23,1.22,1
6,14,3,2021,N,1,49.55247879,3,12.12.23,1.22,1
6,14,3,2021,N,1,NA,4,12.12.23,1.22,1
6,14,3,2021,N,1,NA,5,12.12.23,1.22,1
6,14,3,2021,N,1,NA,6,12.12.23,1.22,1
6,15,3,2021,Y,1,NA,1,12.7.23,0.44,1
6,15,3,2021,Y,1,NA,2,12.7.23,0.44,1
6,15,3,2021,Y,1,NA,3,12.7.23,0.44,1
6,15,3,2021,Y,1,NA,4,12.7.23,0.44,1
6,15,3,2021,Y,1,NA,5,12.7.23,0.44,1
6,15,3,2021,Y,1,NA,6,12.7.23,0.44,1
6,16,3,2021,Y,3.4,NA,1,12.7.23,0.44,1
6,16,3,2021,Y,3.4,NA,2,12.7.23,0.44,1
6,16,3,2021,Y,3.4,46.17175293,3,12.7.23,0.44,1
6,16,3,2021,Y,3.4,49.41799164,4,12.7.23,0.44,1
6,16,3,2021,Y,3.4,NA,5,12.7.23,0.44,1
6,16,3,2021,Y,3.4,NA,6,12.7.23,0.44,1
6,18,3,2021,N,1,48.69026947,1,12.12.23,1.22,1
6,18,3,2021,N,1,47.91569901,2,12.12.23,1.22,1
6,18,3,2021,N,1,48.88187027,3,12.12.23,1.22,1
6,18,3,2021,N,1,NA,4,12.12.23,1.22,1
6,18,3,2021,N,1,NA,5,12.12.23,1.22,1
6,18,3,2021,N,1,49.27494049,6,12.12.23,1.22,1
6,19,3,2021,N,1,NA,1,12.12.23,1.22,1
6,19,3,2021,N,1,NA,2,12.12.23,1.22,1
6,19,3,2021,N,1,NA,3,12.12.23,1.22,1
6,19,3,2021,N,1,NA,4,12.12.23,1.22,1
6,19,3,2021,N,1,NA,5,12.12.23,1.22,1
6,19,3,2021,N,1,NA,6,12.12.23,1.22,1
6,20,3,2021,N,1,NA,1,12.12.23,1.22,1
6,20,3,2021,N,1,NA,2,12.12.23,1.22,1
6,20,3,2021,N,1,NA,3,12.12.23,1.22,1
6,20,3,2021,N,1,NA,4,12.12.23,1.22,1
6,20,3,2021,N,1,NA,5,12.12.23,1.22,1
6,20,3,2021,N,1,NA,6,12.12.23,1.22,1
6,21,3,2021,N,1,NA,1,12.12.23,1.22,1
6,21,3,2021,N,1,NA,2,12.12.23,1.22,1
6,21,3,2021,N,1,NA,3,12.12.23,1.22,1
6,21,3,2021,N,1,NA,4,12.12.23,1.22,1
6,21,3,2021,N,1,NA,5,12.12.23,1.22,1
6,21,3,2021,N,1,44.31031799,6,12.12.23,1.22,1
6,22,3,2021,N,1,39.39474869,1,12.22.23,-3.51,1
6,22,3,2021,N,1,NA,2,12.22.23,-3.51,1
6,22,3,2021,N,1,NA,3,12.22.23,-3.51,1
6,22,3,2021,N,1,NA,4,12.22.23,-3.51,1
6,22,3,2021,N,1,NA,5,12.22.23,-3.51,1
6,22,3,2021,N,1,36.33977509,6,12.22.23,-3.51,1
6,22,3,2021,N,1,NA,7,12.22.23,-3.51,1
6,22,3,2021,N,1,NA,8,12.22.23,-3.51,1
7,1,3,2021,N,1,NA,1,12.22.23,-3.51,1
7,1,3,2021,N,1,NA,2,12.22.23,-3.51,1
7,1,3,2021,N,1,NA,3,12.22.23,-3.51,1
7,1,3,2021,N,1,NA,4,12.22.23,-3.51,1
7,1,3,2021,N,1,NA,5,12.22.23,-3.51,1
7,1,3,2021,N,1,NA,6,12.22.23,-3.51,1
7,1,3,2021,N,1,NA,7,12.22.23,-3.51,1
7,1,3,2021,N,1,NA,8,12.22.23,-3.51,1
7,3,3,2021,N,1,39.56296539,1,1.22.24,-1.66,1
7,3,3,2021,N,1,NA,2,1.22.24,-1.66,1
7,3,3,2021,N,1,NA,3,1.22.24,-1.66,1
7,3,3,2021,N,1,NA,4,1.22.24,-1.66,1
7,3,3,2021,N,1,NA,5,1.22.24,-1.66,1
7,3,3,2021,N,1,38.29963303,6,1.22.24,-1.66,1
7,3,3,2021,N,1,NA,7,1.22.24,-1.66,1
7,3,3,2021,N,1,NA,8,1.22.24,-1.66,1
7,4,3,2021,N,1,NA,1,12.7.23,0.44,1
7,4,3,2021,N,1,NA,2,12.7.23,0.44,1
7,4,3,2021,N,1,NA,3,12.7.23,0.44,1
7,4,3,2021,N,1,NA,4,12.7.23,0.44,1
7,4,3,2021,N,1,NA,5,12.7.23,0.44,1
7,4,3,2021,N,1,NA,6,12.7.23,0.44,1
7,5,3,2021,N,1,NA,1,12.7.23,0.44,1
7,5,3,2021,N,1,NA,2,12.7.23,0.44,1
7,5,3,2021,N,1,NA,3,12.7.23,0.44,1
7,5,3,2021,N,1,NA,4,12.7.23,0.44,1
7,5,3,2021,N,1,NA,5,12.7.23,0.44,1
7,5,3,2021,N,1,NA,6,12.7.23,0.44,1
7,6,3,2021,N,1,NA,1,12.22.23,-3.51,1
7,6,3,2021,N,1,NA,2,12.22.23,-3.51,1
7,6,3,2021,N,1,NA,3,12.22.23,-3.51,1
7,6,3,2021,N,1,NA,4,12.22.23,-3.51,1
7,6,3,2021,N,1,NA,5,12.22.23,-3.51,1
7,6,3,2021,N,1,46.71710205,6,12.22.23,-3.51,1
7,6,3,2021,N,1,49.86689758,7,12.22.23,-3.51,1
7,6,3,2021,N,1,NA,8,12.22.23,-3.51,1
7,7,3,2021,N,1,NA,1,12.7.23,0.44,1
7,7,3,2021,N,1,NA,2,12.7.23,0.44,1
7,7,3,2021,N,1,NA,3,12.7.23,0.44,1
7,7,3,2021,N,1,NA,4,12.7.23,0.44,1
7,7,3,2021,N,1,NA,5,12.7.23,0.44,1
7,7,3,2021,N,1,NA,6,12.7.23,0.44,1
7,8,3,2021,N,1,NA,1,U2,-1.55,1
7,8,3,2021,N,1,NA,2,U2,-1.55,1
7,8,3,2021,N,1,NA,3,U2,-1.55,1
7,8,3,2021,N,1,NA,4,U2,-1.55,1
7,8,3,2021,N,1,NA,5,U2,-1.55,1
7,8,3,2021,N,1,NA,6,U2,-1.55,1
7,8,3,2021,N,1,12.94005489,7,U2,-1.55,1
7,9,3,2021,N,1,NA,1,U3,-0.74,1
7,9,3,2021,N,1,NA,2,U3,-0.74,1
7,9,3,2021,N,1,NA,3,U3,-0.74,1
7,9,3,2021,N,1,NA,4,U3,-0.74,1
7,9,3,2021,N,1,NA,5,U3,-0.74,1
7,9,3,2021,N,1,40.69812393,6,U3,-0.74,1
7,9,3,2021,N,1,41.14735413,7,U3,-0.74,1
7,10,3,2021,N,1,NA,1,12.22.23,-3.51,1
7,10,3,2021,N,1,NA,2,12.22.23,-3.51,1
7,10,3,2021,N,1,NA,3,12.22.23,-3.51,1
7,10,3,2021,N,1,NA,4,12.22.23,-3.51,1
7,10,3,2021,N,1,NA,5,12.22.23,-3.51,1
7,10,3,2021,N,1,NA,6,12.22.23,-3.51,1
7,10,3,2021,N,1,NA,7,12.22.23,-3.51,1
7,10,3,2021,N,1,NA,8,12.22.23,-3.51,1
7,11,3,2021,N,1,NA,1,U3,-0.74,1
7,11,3,2021,N,1,NA,2,U3,-0.74,1
7,11,3,2021,N,1,NA,3,U3,-0.74,1
7,11,3,2021,N,1,NA,4,U3,-0.74,1
7,11,3,2021,N,1,NA,5,U3,-0.74,1
7,11,3,2021,N,1,NA,6,U3,-0.74,1
7,11,3,2021,N,1,NA,7,U3,-0.74,1
7,12,3,2021,N,1,NA,1,12.22.23,-3.51,1
7,12,3,2021,N,1,NA,2,12.22.23,-3.51,1
7,12,3,2021,N,1,NA,3,12.22.23,-3.51,1
7,12,3,2021,N,1,NA,4,12.22.23,-3.51,1
7,12,3,2021,N,1,NA,5,12.22.23,-3.51,1
7,12,3,2021,N,1,NA,6,12.22.23,-3.51,1
7,12,3,2021,N,1,NA,7,12.22.23,-3.51,1
7,12,3,2021,N,1,NA,8,12.22.23,-3.51,1
7,14,3,2021,N,1,NA,1,U2,-1.55,1
7,14,3,2021,N,1,NA,2,U2,-1.55,1
7,14,3,2021,N,1,NA,3,U2,-1.55,1
7,14,3,2021,N,1,NA,4,U2,-1.55,1
7,14,3,2021,N,1,NA,5,U2,-1.55,1
7,14,3,2021,N,1,NA,6,U2,-1.55,1
7,14,3,2021,N,1,NA,7,U2,-1.55,1
7,15,3,2021,N,1,46.97312546,1,12.22.23,-3.51,1
7,15,3,2021,N,1,NA,2,12.22.23,-3.51,1
7,15,3,2021,N,1,NA,3,12.22.23,-3.51,1
7,15,3,2021,N,1,47.97181702,4,12.22.23,-3.51,1
7,15,3,2021,N,1,NA,5,12.22.23,-3.51,1
7,15,3,2021,N,1,NA,6,12.22.23,-3.51,1
7,15,3,2021,N,1,NA,7,12.22.23,-3.51,1
7,15,3,2021,N,1,NA,8,12.22.23,-3.51,1
7,16,3,2021,N,1,NA,1,12.22.23,-3.51,1
7,16,3,2021,N,1,NA,2,12.22.23,-3.51,1
7,16,3,2021,N,1,NA,3,12.22.23,-3.51,1
7,16,3,2021,N,1,NA,4,12.22.23,-3.51,1
7,16,3,2021,N,1,NA,5,12.22.23,-3.51,1
7,16,3,2021,N,1,NA,6,12.22.23,-3.51,1
7,16,3,2021,N,1,NA,7,12.22.23,-3.51,1
7,16,3,2021,N,1,NA,8,12.22.23,-3.51,1
7,18,3,2021,N,1,NA,1,12.22.23,-3.51,1
7,18,3,2021,N,1,NA,2,12.22.23,-3.51,1
7,18,3,2021,N,1,NA,3,12.22.23,-3.51,1
7,18,3,2021,N,1,34.29381943,4,12.22.23,-3.51,1
7,18,3,2021,N,1,NA,5,12.22.23,-3.51,1
7,18,3,2021,N,1,NA,6,12.22.23,-3.51,1
7,18,3,2021,N,1,NA,7,12.22.23,-3.51,1
7,18,3,2021,N,1,NA,8,12.22.23,-3.51,1
7,19,3,2021,N,1,NA,1,U2,-1.55,1
7,19,3,2021,N,1,NA,2,U2,-1.55,1
7,19,3,2021,N,1,NA,3,U2,-1.55,1
7,19,3,2021,N,1,NA,4,U2,-1.55,1
7,19,3,2021,N,1,NA,5,U2,-1.55,1
7,19,3,2021,N,1,NA,6,U2,-1.55,1
7,19,3,2021,N,1,NA,7,U2,-1.55,1
7,20,3,2021,N,1,NA,1,U2,-1.55,1
7,20,3,2021,N,1,NA,2,U2,-1.55,1
7,20,3,2021,N,1,NA,3,U2,-1.55,1
7,20,3,2021,N,1,NA,4,U2,-1.55,1
7,20,3,2021,N,1,NA,5,U2,-1.55,1
7,20,3,2021,N,1,NA,6,U2,-1.55,1
7,20,3,2021,N,1,NA,7,U2,-1.55,1
7,21,3,2021,N,1,NA,1,12.22.23,-3.51,1
7,21,3,2021,N,1,NA,2,12.22.23,-3.51,1
7,21,3,2021,N,1,NA,3,12.22.23,-3.51,1
7,21,3,2021,N,1,NA,4,12.22.23,-3.51,1
7,21,3,2021,N,1,NA,5,12.22.23,-3.51,1
7,21,3,2021,N,1,NA,6,12.22.23,-3.51,1
7,21,3,2021,N,1,NA,7,12.22.23,-3.51,1
7,21,3,2021,N,1,NA,8,12.22.23,-3.51,1
7,22,3,2021,N,1,37.94248962,1,12.7.23,0.44,1
7,22,3,2021,N,1,39.10942459,2,12.7.23,0.44,1
7,22,3,2021,N,1,NA,3,12.7.23,0.44,1
7,22,3,2021,N,1,NA,4,12.7.23,0.44,1
